Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Exclusive Shelf,Read Count,Genre,Author Gender,Author Nationality,Author Age When Written
52219355,"The Mercy of Snakes (Nameless: Season One, #5)",Dean Koontz,"Koontz, Dean",,1542016258,9781542016254,3,4.18,Amazon Original Stories,Kindle Edition,61,2019,2019,4/4/2020,1/3/2020,read,1,,,,
52222570,"Memories of Tomorrow (Nameless: Season One, #6)",Dean Koontz,"Koontz, Dean",,1542016266,9781542016261,3,4.38,Amazon Original Stories,Kindle Edition,55,2019,2019,4/4/2020,4/4/2020,read,1,,,,
18071025,Paddle Your Own Canoe: One Man's Principles for Delicious Living,Nick Offerman,"Offerman, Nick",,0698138325,9780698138322,4,3.71,Dutton Adult,Kindle Edition,320,2013,2013,4/1/2020,5/26/2019,read,1,,,,
52224267,"The Praying Mantis Bride (Nameless: Season One, #3)",Dean Koontz,"Koontz, Dean",,1542016231,9781542016230,4,4.1,Amazon Original Stories,Kindle Edition,61,2019,2019,12/7/2019,11/13/2019,read,1,,,,
52220812,"Red Rain (Nameless: Season One, #4)",Dean Koontz,"Koontz, Dean",,154201624X,9781542016247,2,4.1,Amazon Original Stories,Kindle Edition,50,2019,2019,12/31/2019,12/7/2019,read,1,,,,
4137,Me Talk Pretty One Day,David Sedaris,"Sedaris, David",,0349113912,9780349113913,4,4.01,"Little, Brown and Company",Paperback,272,2001,2000,,5/26/2019,read,2,,,,
9418327,Bossypants,Tina Fey,"Fey, Tina",,,,3,3.96,Reagan Arthur Books,ebook,283,2011,2011,1/26/2020,1/3/2020,read,1,,,,
7432,"Pardonable Lies (Maisie Dobbs, #3)",Jacqueline Winspear,"Winspear, Jacqueline",,0312426216,9780312426217,4,4.1,Picador,Paperback,359,2006,2005,,1/4/2020,read,1,,,,
83083,"Birds of a Feather (Maisie Dobbs, #2)",Jacqueline Winspear,"Winspear, Jacqueline",,0143035304,9780143035305,5,4,Penguin,Paperback,309,2005,2004,,1/4/2020,read,1,,,,
462033,"Maisie Dobbs (Maisie Dobbs, #1)",Jacqueline Winspear,"Winspear, Jacqueline",,0142004332,9780142004333,5,3.93,Penguin,Paperback,292,2004,2003,,1/4/2020,read,1,,,,
49694471,"In the Heart of the Fire (Nameless: Season One, #1)",Dean Koontz,"Koontz, Dean",,1542016215,9781542016216,5,4.13,Amazon Original Stories,Kindle Edition,62,2019,2019,11/30/2019,11/13/2019,read,1,,,,
29639736,"Everything We Keep (Everything, #1)",Kerry Lonsdale,"Lonsdale, Kerry",,1503990338,9781503990333,3,3.88,Lake Union Publishing,Kindle Edition,306,2016,2016,,5/26/2019,read,2,,,,
40210623,Boyfriends of Dorothy (The Real Thing collection),Wednesday Martin,"Martin, Wednesday",,1503957365,9781503957367,2,3.45,Amazon Original Stories,Kindle Edition,28,2018,2018,1/3/2020,12/8/2019,read,1,,,,
49884639,"Photographing the Dead (Nameless: Season One, #2)",Dean Koontz,"Koontz, Dean",,1542016223,9781542016223,4,4.19,Amazon Original Stories,Kindle Edition,58,2019,2019,12/2/2019,11/14/2019,read,1,,,,
37939132,Love & Estrogen (The Real Thing collection),Samantha  Allen,"Allen, Samantha",,1542098149,9781542098144,4,4.11,Amazon Original Stories,Kindle Edition,66,2018,2018,12/8/2019,12/7/2019,read,1,,,,
38348476,Calypso,David Sedaris,"Sedaris, David",,0316392359,9780316392358,0,4.11,"Little, Brown and Company",Kindle Edition,272,2018,2018,,5/26/2019,read,1,,,,
10160346,Rediscover Catholicism,Matthew Kelly,"Kelly, Matthew",,,,0,4.19,Beacon Publishing,Paperback,317,2011,2002,,5/30/2019,read,1,,,,
11125,Digital Fortress,Dan    Brown,"Brown, Dan",,,,0,3.7,Corgi books,Paperback,510,2004,1998,,5/30/2019,read,1,,,,
968,"The da Vinci Code (Robert Langdon, #2)",Dan    Brown,"Brown, Dan",,,,0,3.93,Anchor,Paperback,489,2006,2003,,5/30/2019,read,1,,,,
960,"Angels & Demons (Robert Langdon, #1)",Dan    Brown,"Brown, Dan",,1416524797,9781416524793,0,3.95,Pocket Books,Paperback,736,2006,2000,,5/30/2019,read,2,,,,
10909,The Tenth Circle,Jodi Picoult,"Picoult, Jodi",,074349671X,9780743496711,0,3.54,Allen & Ulwin,Paperback,387,2006,2006,,5/26/2019,read,1,,,,
10917,My Sister’s Keeper,Jodi Picoult,"Picoult, Jodi",,0743454537,9780743454537,0,4.1,Atria/Emily Bestler Books,Paperback,423,2005,2004,,5/26/2019,read,1,,,,
24830,The Illustrated Man,Ray Bradbury,"Bradbury, Ray",,000712774X,9780007127740,0,4.13,Voyager Classics / Harper Collins,Paperback,186,2002,1951,,5/26/2019,read,1,,,,
60057,"Lucia, Lucia",Adriana Trigiani,"Trigiani, Adriana",,0345472446,9780345472441,0,3.98,Fawcett,Mass Market Paperback,336,2005,2003,,5/26/2019,read,1,,,,
105696,"Milk Glass Moon (Big Stone Gap, #3)",Adriana Trigiani,"Trigiani, Adriana",,0743450884,9780743450881,0,3.97,Simon & Schuster,Paperback,384,2003,2002,,5/26/2019,read,1,,,,
58823,"Home to Big Stone Gap (Big Stone Gap, #4)",Adriana Trigiani,"Trigiani, Adriana",,1400060087,9781400060085,0,3.92,Random House,Hardcover,320,2006,2006,,5/26/2019,read,1,,,,
52471,"Big Cherry Holler (Big Stone Gap, #2)",Adriana Trigiani,"Trigiani, Adriana",,0743430344,9780743430340,0,3.92,Pocket Books,Paperback,304,2007,2001,,5/26/2019,read,1,,,,
58822,"Big Stone Gap (Big Stone Gap, #1)",Adriana Trigiani,"Trigiani, Adriana",,0345459202,9780345459206,0,3.86,Fawcett,Mass Market Paperback,320,2003,2000,,5/26/2019,read,1,,,,
8326898,Bulimia: A Guide to Recovery,Lindsey Hall,"Hall, Lindsey",Leigh Cohn,0936077514,9780936077512,0,3.58,Gurze Books,Paperback,288,2010,1986,,5/26/2019,read,1,,,,
119728,Life Without Ed: How One Woman Declared Independence from Her Eating Disorder and How You Can Too,Jenni Schaefer,"Schaefer, Jenni",Thom Rutledge,1487660782,0971487660783,0,4.04,McGraw-Hill Education,Paperback,188,2003,2003,,5/26/2019,read,1,,,,
1983285,Look Me in the Eye: My Life with Asperger's,John Elder Robison,"Robison, John Elder",,1410403068,9781410403063,0,3.92,Thorndike Pr,Hardcover - Large Print,461,2008,2007,,5/26/2019,read,1,,,,
242006,Running with Scissors,Augusten Burroughs,"Burroughs, Augusten",,031242227X,9780312422271,0,3.77,Picador USA,Paperback,336,2003,2002,,5/26/2019,read,2,,,,
24213,Alice’s Adventures in Wonderland / Through the Looking-Glass,Lewis Carroll,"Carroll, Lewis","Martin Gardner, John Tenniel",,,0,4.07,Penguin Group (USA),Paperback,239,2000,1871,,5/26/2019,read,1,,,,
84369,"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis,"Lewis, C.S.",,0007202326,9780007202324,0,4.01,HarperCollins Publishers,Paperback,288,2005,1956,,5/26/2019,read,1,,,,
84119,"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis,"Lewis, C.S.",,0439861365,9780439861366,0,3.91,Scholastic Inc,Paperback,224,1995,1954,,5/26/2019,read,1,,,,
65605,"The Magician’s Nephew (Chronicles of Narnia, #6)",C.S. Lewis,"Lewis, C.S.",,0060764902,9780060764906,0,4.05,HarperCollins Narnia,Mass Market Paperback,221,2005,1955,,5/26/2019,read,1,,,,
121749,"Prince Caspian (Chronicles of Narnia, #2)",C.S. Lewis,"Lewis, C.S.",,000720230X,9780007202300,0,3.98,HarperCollins Publishers,Hardcover,240,2005,1951,,5/26/2019,read,1,,,,
65641,"The Silver Chair (Chronicles of Narnia, #4)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,,,0,3.96,HarperCollins,Paperback,243,2008,1953,,5/26/2019,read,1,,,,
140225,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,006112527X,9780061125270,0,4.09,HarperCollins,Hardcover,248,2006,1952,,5/26/2019,read,1,,,,
1162543,"Breaking Dawn (The Twilight Saga, #4)",Stephenie Meyer,"Meyer, Stephenie",,031606792X,9780316067928,0,3.75,"Little, Brown and Company",Hardcover,756,2008,2008,,5/26/2019,read,1,,,,
428263,"Eclipse (The Twilight Saga, #3)",Stephenie Meyer,"Meyer, Stephenie",,0316160202,9780316160209,0,3.74,"Little, Brown and Company",Hardcover,629,2007,2007,,5/26/2019,read,1,,,,
49041,"New Moon (The Twilight Saga, #2)",Stephenie Meyer,"Meyer, Stephenie",Sylke Hachmeister,0316160199,9780316160193,0,3.61,"Little, Brown and Company",Hardcover,563,2006,2006,,5/26/2019,read,1,,,,
19302,"Pippi Longstocking (Pippi Långstrump, #1)",Astrid Lindgren,"Lindgren, Astrid","Michael Chesworth, Louis S. Glanzman, Florence Lamborn",0142402494,9780142402498,0,4.15,Puffin Books,Mass Market Paperback,160,2005,1945,,5/26/2019,read,1,,,,
28194,"Inkheart (Inkworld, #1)",Cornelia Funke,"Funke, Cornelia",Anthea Bell,,,0,3.92,Scholastic Paperbacks,Paperback,563,2005,2003,,5/26/2019,read,1,,,,
41865,"Twilight (The Twilight Saga, #1)",Stephenie Meyer,"Meyer, Stephenie",,0316015849,9780316015844,0,3.66,"Little, Brown and Company",Paperback,498,2006,2005,,5/26/2019,read,1,,,,
20817415,The Iliad and the Odyssey,Homer,"Homer, Homer",Samuel Butler,1435145380,9781435145382,0,4.07, Sterling Publishing Co Inc,Leather Bound,752,2014,-800,,5/26/2019,read,1,,,,
50398,Northanger Abbey,Jane Austen,"Austen, Jane",Alfred Mac Adam,1593082649,9781593082642,0,3.85,Barnes & Noble Classics,Paperback,260,2005,1817,,5/26/2019,read,1,,,,
2156,Persuasion,Jane Austen,"Austen, Jane","Deidre Shauna Lynch, James Kinsley",0192802631,9780192802637,0,4.15,Oxford University Press,Paperback,249,2004,1817,,5/26/2019,read,1,,,,
30119,Where the Sidewalk Ends,Shel Silverstein,"Silverstein, Shel",,0060513039,9780060513030,0,4.34,Harpercollins Childrens Books,Hardcover,176,2002,1974,,5/26/2019,read,1,,,,
231804,The Outsiders,S.E. Hinton,"Hinton, S.E.",,0670532576,9780670532575,0,4.14,Puffin Books (US/CAN),Mass Market Paperback,208,1997,1967,,5/26/2019,read,1,,,,
6310,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",Roald Dahl,"Dahl, Roald",Quentin Blake,0142403881,9780142403884,0,4.16,Puffin Books,Paperback,176,2005,1964,,5/26/2019,read,1,,,,
2998,The Secret Garden,Frances Hodgson Burnett,"Burnett, Frances Hodgson",,0517189607,9780517189603,0,4.16,Children's Classics,Hardcover,331,1998,1911,,5/26/2019,read,1,,,,
485894,The Metamorphosis,Franz Kafka,"Kafka, Franz",Stanley Corngold,0553213695,9780553213690,0,3.89,Bantam Classics,Mass Market Paperback,201,1972,1915,,5/26/2019,read,1,,,,
23772,Green Eggs and Ham,Dr. Seuss,"Seuss, Dr.",,0394800168,9780394800165,0,4.31,Random House Books for Young Readers,Hardcover,64,1988,1960,,5/26/2019,read,1,,,,
8127,"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,"Montgomery, L.M.",Jennifer Lee Carrell,0451528824,9780451528827,0,4.32,Signet,Mass Market Paperback,320,2003,1908,,5/26/2019,read,1,,,,
15241,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,"Tolkien, J.R.R.",Peter S. Beagle,0618346260,9780618346264,0,4.49,Houghton Mifflin,Paperback,322,1993,1954,,5/26/2019,read,1,,,,
18512,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,"Tolkien, J.R.R.",,,,0,4.57,Del Rey,Mass Market Paperback,404,2003,1955,,5/26/2019,read,1,,,,
24178,Charlotte’s Web,E.B. White,"White, E.B.","Garth Williams, Rosemary Wells",0064410935,9780064410939,0,4.2,HarperCollinsPublishers,Paperback,184,2001,1952,,5/26/2019,read,1,,,,
34,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.","Francis Ledoux, Maria Skibniewska",0618346252,9780618346257,0,4.4,Houghton Mifflin Harcourt,Paperback,398,2003,1954,,5/26/2019,read,1,,,,
929,Memoirs of a Geisha,Arthur Golden,"Golden, Arthur",,1400096898,9781400096893,0,4.16,Vintage Books USA,Mass Market Paperback,503,2005,1997,,5/26/2019,read,1,,,,
100915,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,"Lewis, C.S.","Tormod Haugen, Per Svein Paulsen",,,0,4.24,HarperCollins Publishers,Paperback,206,2005,1950,,5/26/2019,read,1,,,,
48855,The Diary of a Young Girl,Anne Frank,"Frank, Anne","Eleanor Roosevelt, Susan Massotty, Γιάννης Θωμόπουλος, Barbara Mooyaart-Doubleday, Otto H. Frank, Mirjam Pressler",,,0,4.2,Bantam,Mass Market Paperback,283,1993,1947,,5/26/2019,read,1,,,,
5907,"The Hobbit, or There and Back Again",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin",,,0,4.29,Houghton Mifflin,Paperback,366,2002,1937,,5/26/2019,read,1,,,,
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,0060935464,9780060935467,0,4.26,Harper Perennial Modern Classics ,Paperback,323,2006,1960,,5/26/2019,read,1,,,,
31332,"The Vampire Armand (The Vampire Chronicles, #6)",Anne Rice,"Rice, Anne",,0345434803,9780345434807,0,3.8,Ballantine Books,Mass Market Paperback,457,2000,1998,,5/26/2019,read,1,,,,
31338,"Memnoch the Devil (The Vampire Chronicles, #5)",Anne Rice,"Rice, Anne",,096319254X,9780963192547,0,3.76,B E Trice Pub,Hardcover,354,1999,1995,,5/26/2019,read,1,,,,
31336,"The Tale of the Body Thief (The Vampire Chronicles, #4)",Anne Rice,"Rice, Anne",,0345419634,9780345419637,0,3.76,Ballantine Books,Paperback,464,2005,1992,,5/26/2019,read,1,,,,
43758,"The Queen of the Damned (The Vampire Chronicles, #3)",Anne Rice,"Rice, Anne",,0345419626,9780345419620,0,3.92,Ballantine Books,Paperback,448,1997,1988,,5/26/2019,read,1,,,,
43814,"The Vampire Lestat (The Vampire Chronicles, #2)",Anne Rice,"Rice, Anne",,0345476883,9780345476883,0,4.11,Ballantine Books,Mass Market Paperback,481,2004,1985,,5/26/2019,read,1,,,,
43763,"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,"Rice, Anne",,0345476875,9780345476876,0,4.02,Ballantine Books,Paperback,346,2004,1976,,5/26/2019,read,1,,,,
830502,It,Stephen        King,"King, Stephen",,0450411435,9780450411434,0,4.24,New English Library,Paperback,1184,1987,1986,,5/26/2019,read,1,,,,
32446,The Door to December,Richard Paige,"Paige, Richard",Dean Koontz,0451205421,9780451205421,0,3.97,Berkley Books,Mass Market Paperback,518,2002,1985,,5/26/2019,read,2,,,,
693172,Twilight Eyes,Dean Koontz,"Koontz, Dean",,0425100650,9780425100653,0,3.93,Berkley Books,Mass Market Paperback,464,1987,1985,,5/26/2019,read,1,,,,
32424,Lightning,Dean Koontz,"Koontz, Dean",,0425192032,9780425192030,0,4.09,Berkley,Mass Market Paperback,384,2003,1988,,5/26/2019,read,1,,,,
14995,"Odd Thomas (Odd Thomas, #1)",Dean Koontz,"Koontz, Dean",,0553384287,9780553384284,0,3.99,Bantam,Paperback,446,2006,2003,,5/26/2019,read,1,,,,
27982115,Ghost Gifts (Ghost Gifts #1),Laura Spinella,"Spinella, Laura",,150395742X,9781503957428,0,3.99,Montlake Romance,Kindle Edition,386,2016,2016,,5/26/2019,read,1,,,,
15790837,"Let's Explore Diabetes with Owls: Essays, Etc.",David Sedaris,"Sedaris, David",,0316154695,9780316154697,0,3.85,"Little, Brown and Company",Hardcover,275,2013,2013,,5/26/2019,read,1,,,,
1044355,When You Are Engulfed in Flames,David Sedaris,"Sedaris, David",,0316143472,9780316143479,0,4.08,Little Brown and Company,Hardcover,323,2008,2005,,5/26/2019,read,1,,,,
10176,Dress Your Family in Corduroy and Denim,David Sedaris,"Sedaris, David",,0965904830,9780965904834,0,4.11,"Little, Brown & Co.",Paperback,257,2004,2004,,5/26/2019,read,1,,,,
4138,Naked,David Sedaris,"Sedaris, David",,,,0,4.1,Back Bay Books,Paperback,304,1998,1997,,5/26/2019,read,1,,,,
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,0316769177,9780316769174,0,3.8,Back Bay Books,Paperback,277,2001,1951,,5/26/2019,read,1,,,,
6091075,"So Long, and Thanks for All the Fish (The Hitchhiker's Guide to the Galaxy, #4)",Douglas Adams,"Adams, Douglas",,0307497909,9780307497901,0,4.09,Del Rey,Kindle Edition,225,2008,1984,,5/26/2019,read,1,,,,
8695,"The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,"Adams, Douglas",,,,0,4.2,Del Rey,Paperback,250,2005,1980,,5/26/2019,read,1,,,,
8694,"Life, the Universe and Everything (The Hitchhiker's Guide to the Galaxy, #3)",Douglas Adams,"Adams, Douglas",,0345418905,9780345418906,0,4.17,Random House Worlds,Paperback,224,1997,1982,,5/26/2019,read,1,,,,
386162,"The Hitchhiker’s Guide to the Galaxy (The Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,,,0,4.23,Del Rey,Paperback,193,2007,1979,,5/26/2019,read,1,,,,
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,,,0,4.62,Arthur A. Levine Books,Hardcover,759,2007,2007,,5/26/2019,read,1,,,,
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,,,0,4.58,Scholastic Inc,Paperback,652,2006,2005,,5/26/2019,read,0,,,,
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,,,0,4.5,Scholastic Inc.,Paperback,912,2004,2003,,5/26/2019,read,1,,,,
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,0439139597,9780439139595,0,4.57,Scholastic,Paperback,734,2002,2000,,5/26/2019,read,1,,,,
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,043965548X,9780439655484,0,4.58,Scholastic Inc.,Mass Market Paperback,435,2004,1999,,5/26/2019,read,1,,,,
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,,,0,4.43,Arthur A. Levine Books,Hardcover,352,1999,1998,,5/26/2019,read,1,,,,
3135916,A Guide to Middle Earth,Robert   Foster,"Foster, Robert",,0345275470,9780345275479,0,4,Ballantine Books,Mass Market Paperback,0,1978,1971,,5/26/2019,read,1,,,,
33,The Lord of the Rings,J.R.R. Tolkien,"Tolkien, J.R.R.",,0618640150,9780618640157,0,4.54,Houghton Mifflin Harcourt,Paperback,1216,2005,1955,,5/26/2019,read,1,,,,
20824260,Mind's Eye,Douglas E. Richards,"Richards, Douglas E.",,,,0,4.07,Paragon Press,Kindle Edition,360,2014,2014,,5/26/2019,read,1,,,,
11969864,The Loom,Shella Gillus,"Gillus, Shella",,0824948165,9780824948160,0,3.7,Guideposts,Paperback,240,2011,2011,,5/26/2019,read,1,,,,
21219083,The One That Got Away,Simon Wood,"Wood, Simon",,1611092442,9781611092448,0,3.8,Thomas & Mercer,Kindle Edition,295,2015,2015,,5/26/2019,read,1,,,,
27810589,A Death in Sweden,Kevin Wignall,"Wignall, Kevin",,150392873X,9781503928732,0,3.86,Thomas & Mercer,Kindle Edition,278,2016,2016,,5/26/2019,read,1,,,,
26583370,Life and Other Near-Death Experiences,Camille Pagán,"Pagán, Camille",,150390623X,9781503906235,0,3.88,Lake Union Publishing,Kindle Edition,255,2015,2015,,5/26/2019,read,1,,,,
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,1594633665,9781594633669,0,3.96,Riverhead Books,Hardcover,336,2015,2015,,5/26/2019,read,1,,,,
29904284,"Evelyn, After",Victoria Helen Stone,"Stone, Victoria Helen",,1503938719,9781503938717,0,3.67,Lake Union Publishing,Paperback,256,2016,2016,,5/26/2019,read,1,,,,
23745132,Wreckage,Emily Bleeker,"Bleeker, Emily",,,,0,3.74,Lake Union Publishing ,Kindle Edition,305,2015,2015,,5/26/2019,read,1,,,,
