Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Exclusive Shelf,Read Count,Genre,Author Gender,Author Nationality,Author Age When Written
27362503,"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,"Hoover, Colleen",,1668021048,9781668021040,5,4.11,Atria Books,Kindle Edition,386,2023,2016,10/22/2023,6/19/2023,read,1,,,,
156736040,Ink Blood Sister Scribe,Emma Törzs,"Törzs, Emma",Saskia Maarleveld,,9798212710589,4,4.01,HarperCollins B and Blackstone Publishing,Audio CD,1,2023,2023,10/22/2023,9/20/2023,read,1,,,,
61318413,How to Be Eaten: A Novel,Maria Adelmann,"Adelmann, Maria",,,,4,3.57,"Little, Brown and Company",Kindle Edition,305,2022,2022,10/15/2023,9/20/2023,read,1,,,,
168677951,Signal Fires,Dani Shapiro,"Shapiro, Dani",,0593467965,9780593467961,4,3.91,Vintage,Paperback,288,2023,2022,10/4/2023,9/20/2023,read,1,,,,
58395049,True Biz,Sara Nović,"Nović, Sara",,0593241509,9780593241509,4,4.07,Random House,Hardcover,386,2022,2022,8/26/2023,8/20/2023,read,1,,,,
60784409,A House with Good Bones,T. Kingfisher,"Kingfisher, T.",,1250829798,9781250829795,4,3.67,Tor Nightfire,Hardcover,247,2023,2023,9/29/2023,9/26/2023,read,1,,,,
40097951,The Silent Patient,Alex Michaelides,"Michaelides, Alex",,1250301696,9781250301697,4,4.17,Celadon Books,Hardcover,336,2019,2019,9/24/2023,6/19/2023,read,1,,,,
123423832,The Coworker,Freida McFadden,"McFadden, Freida",,172829620X,9781728296203,4,3.76,Poisoned Pen Press,Paperback,362,2023,2023,9/19/2023,9/2/2023,read,1,,,,
54860614,Ariadne,Jennifer Saint,"Saint, Jennifer",,125077358X,9781250773586,4,3.79,Flatiron Books,Hardcover,308,2021,2021,9/2/2023,4/2/2023,read,1,,,,
10567,Cell,Stephen        King,"King, Stephen",,1416524517,9781416524519,3,3.66,Pocket Star Books,Mass Market Paperback,449,2006,2006,8/20/2023,6/19/2023,read,1,,,,
54063343,Hour of the Witch,Chris Bohjalian,"Bohjalian, Chris",,0385542437,9780385542432,4,3.84,Doubleday,Hardcover,406,2021,2021,8/17/2021,8/6/2021,read,1,,,,
53438195,The Witch's Heart,Genevieve Gornichec,"Gornichec, Genevieve",,059309994X,9780593099940,5,4.04,Ace,Hardcover,359,2021,2021,12/16/2021,9/25/2021,read,1,,,,
35959740,Circe,Madeline Miller,"Miller, Madeline",,0316556343,9780316556347,5,4.23,"Little, Brown and Company",Hardcover,393,2018,2018,7/7/2020,6/29/2020,read,1,,,,
58065033,Lessons in Chemistry,Bonnie Garmus,"Garmus, Bonnie",,,,5,4.28,Doubleday Books,Hardcover,390,2022,2022,2/2/2023,12/27/2022,read,1,,,,
56914101,The Hill We Climb: An Inaugural Poem for the Country,Amanda Gorman,"Gorman, Amanda",Oprah Winfrey,059346527X,9780593465271,5,4.55,Viking Books,Hardcover,29,2021,2021,3/1/2023,3/1/2023,read,1,,,,
58733693,Remarkably Bright Creatures,Shelby Van Pelt,"Pelt, Shelby Van",,0063204150,9780063204157,5,4.37,Ecco,Hardcover,368,2022,2022,4/25/2023,9/28/2022,read,1,,,,
59218704,Verity,Colleen Hoover,"Hoover, Colleen",,,,5,4.3,Grand Central Publishing,Kindle Edition,333,2021,2018,6/29/2023,2/16/2022,read,1,,,,
60092581,Lessons,Ian McEwan,"McEwan, Ian",,0593535200,9780593535202,4,3.98,Knopf,Hardcover,448,2022,2022,4/5/2023,12/10/2022,read,1,,,,
53288434,The Lost Apothecary,Sarah Penner,"Penner, Sarah",,0778311015,9780778311010,5,3.76,Park Row,Hardcover,301,2021,2021,9/13/2021,8/22/2021,read,1,,,,
75651263,The Surgeon,Leslie Wolfe,"Wolfe, Leslie",,1837902704,9781837902705,3,3.86,Bookouture,Kindle Edition,290,2023,2023,8/10/2023,7/20/2023,read,1,,,,
63848724,"Absent Pity (Amber Young, #1)",Blake Pierce,"Pierce, Blake",,,,3,4.07,,Kindle Edition,162,2022,2022,7/31/2023,7/30/2023,read,1,,,,
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,0316017922,9780316017923,4,4.19,"Little, Brown and Company",Hardcover,309,2008,2008,7/28/2023,6/20/2023,read,1,,,,
58784475,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,0735243344,9780735243347,4,4.13,Knopf,Hardcover,401,2022,2022,7/23/2023,12/10/2022,read,1,,,,
51091002,This Won't End Well,Camille Pagán,"Pagán, Camille",,1542014816,9781542014816,3,3.85,Lake Union Publishing,Kindle Edition,295,2020,2020,,7/10/2023,read,1,,,,
59947696,Wrong Place Wrong Time,Gillian McAllister,"McAllister, Gillian",,0063252341,9780063252349,4,3.97,William Morrow,Hardcover,416,2022,2022,7/2/2023,5/17/2023,read,1,,,,
60194162,Demon Copperhead,Barbara Kingsolver,"Kingsolver, Barbara",,0063251922,9780063251922,5,4.48,Harper,Hardcover,560,2022,2022,6/21/2023,6/10/2023,read,1,,,,
343,Perfume: The Story of a Murderer,Patrick Süskind,"Süskind, Patrick",John E. Woods,,,4,4.04,Penguin Books,Paperback,263,1987,1985,6/25/2023,6/20/2023,read,1,,,,
40173806,"The Vanishing Season (The Collector, #4)",Dot Hutchison,"Hutchison, Dot",,1542090229,9781542090223,3,4.19,Thomas & Mercer,Kindle Edition,317,2019,2019,12/2/2019,5/26/2019,read,1,,,,
35423609,"The Summer Children (The Collector, #3)",Dot Hutchison,"Hutchison, Dot",,1542099889,9781542099882,3,4.23,Thomas & Mercer,Kindle Edition,300,2018,2018,,5/26/2019,read,1,,,,
30109999,"Roses of May (The Collector, #2)",Dot Hutchison,"Hutchison, Dot",,,,3,3.93,Thomas & Mercer,ebook,302,2017,2017,,5/26/2019,read,1,,,,
29981261,"The Butterfly Garden  (The Collector, #1)",Dot Hutchison,"Hutchison, Dot",,1503989712,9781503989719,4,4.09,Thomas & Mercer,Kindle Edition,288,2016,2016,,5/26/2019,read,1,,,,
41716679,Searching for Sylvie Lee,Jean Kwok,"Kwok, Jean",,0062834304,9780062834300,2,3.65,William Morrow,Hardcover,336,2019,2019,5/28/2023,5/17/2023,read,1,,,,
51002129,"The Daughters Of Yalta: The Churchills, Roosevelts, and Harrimans: A Story of Love and War",Catherine Grace Katz,"Katz, Catherine Grace",,0358117828,9780358117827,3,4.1,Mariner Books,Kindle Edition,417,2020,2020,6/8/2023,5/30/2023,read,1,,,,
126584,Mind Hunter: Inside the FBI's Elite Serial Crime Unit,John E. Douglas,"Douglas, John E.",Mark Olshaker,0671528904,9780671528904,4,4.09,Pocket Books,Mass Market Paperback,397,1996,1995,5/20/2023,1/29/2023,read,1,,,,
32503381,Eleanor Oliphant Is Completely Fine,Gail Honeyman,"Honeyman, Gail",,,,4,4.23,Penguin Books,ebook,336,2017,2017,5/13/2023,3/28/2023,read,1,,,,
58724626,"What Moves the Dead (Sworn Soldier, #1)",T. Kingfisher,"Kingfisher, T.",,1250830753,9781250830753,4,3.86,Tor Nightfire,Hardcover,165,2022,2022,2/5/2023,5/3/2023,read,2,,,,
62606254,Good for You,Camille Pagán,"Pagán, Camille",,1542038022,9781542038027,4,3.89,Lake Union Publishing,Kindle Edition,256,2023,2023,4/29/2023,3/21/2023,read,1,,,,
40180098,The Overstory,Richard Powers,"Powers, Richard",,039335668X,9780393356687,4,4.12,W.W. Norton & Company,Paperback,502,2019,2018,4/22/2023,11/24/2022,read,1,,,,
9791,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,"Bryson, Bill",,0307279464,9780307279460,4,4.07,Vintage,Mass Market Paperback,397,2006,1998,4/14/2023,3/7/2023,read,1,,,,
53487148,A Thousand Ships,Natalie Haynes,"Haynes, Natalie",,0063065398,9780063065390,4,4.06,Harper,Hardcover,368,2021,2019,4/10/2023,3/31/2023,read,1,,,,
80571,American Prometheus: The Triumph and Tragedy of J. Robert Oppenheimer,Kai Bird,"Bird, Kai",Martin J. Sherwin,,,5,4.32,Vintage Books,Paperback,721,2007,2005,3/7/2023,2/21/2023,read,1,,,,
61109069,The London Séance Society,Sarah Penner,"Penner, Sarah",,0778387119,9780778387114,2,3.48,Park Row,Hardcover,352,2023,2023,3/22/2023,3/18/2023,read,1,,,,
58468990,The Paris Apartment,Lucy Foley,"Foley, Lucy",,0063003058,9780063003057,3,3.65,William Morrow,Hardcover,360,2022,2022,3/27/2023,12/12/2022,read,1,,,,
60556912,"The Housemaid (The Housemaid, #1)",Freida McFadden,"McFadden, Freida",,1803144378,9781803144375,4,4.31,Bookouture,Kindle Edition,329,2022,2022,3/21/2023,3/15/2023,read,1,,,,
49189494,We Are All the Same in the Dark,Julia Heaberlin,"Heaberlin, Julia",,0525621679,9780525621676,2,3.79,Ballantine Books,Hardcover,352,2020,2020,3/18/2023,7/20/2022,read,1,,,,
57936600,Where the Deer and the Antelope Play: The Pastoral Observations of One Ignorant American Who Loves to Walk Outside,Nick Offerman,"Offerman, Nick",,1101984694,9781101984697,4,3.71,Dutton,Hardcover,352,2021,2021,3/14/2023,2/9/2022,read,1,,,,
60497502,My Evil Mother,Margaret Atwood,"Atwood, Margaret",,1662504497,9781662504495,3,3.88,Amazon Original Stories,Kindle Edition,32,2022,2022,3/4/2023,3/2/2023,read,1,,,,
36117615,Woman Last Seen in Her Thirties,Camille Pagán,"Pagán, Camille",,1503933040,9781503933040,4,3.79,Lake Union Publishing,Kindle Edition,238,2018,2018,3/1/2023,4/20/2022,read,1,,,,
57693165,The Christie Affair,Nina de Gramont,"Gramont, Nina de",,1250274613,9781250274618,3,3.71,St. Martin's Press,Hardcover,320,2022,2022,2/21/2023,2/16/2023,read,1,,,,
59345249,The It Girl,Ruth Ware,"Ware, Ruth",,1982155264,9781982155261,4,3.85,Scout Press,Hardcover,423,2022,2022,2/16/2023,12/21/2022,read,1,,,,
60353768,The Marriage Portrait,Maggie O'Farrell,"O'Farrell, Maggie",,,,4,4.01,Knopf Publishing Group,Hardcover,355,2022,2022,2/11/2023,2/5/2023,read,1,,,,
60666845,Just the Nicest Couple,Mary Kubica,"Kubica, Mary",,0778333116,9780778333111,2,3.56,Park Row,Hardcover,320,2023,2023,1/28/2023,1/23/2023,read,1,,,,
60164470,The Overnight Guest,Heather Gudenkauf,"Gudenkauf, Heather",,0778311937,9780778311935,4,4.03,Park Row,Paperback,316,2022,2022,12/26/2022,12/5/2022,read,1,,,,
31340,"Lasher (Lives of the Mayfair Witches, #2)",Anne Rice,"Rice, Anne",,0099471434,9780099471431,4,3.88,Arrow Books,Paperback,896,2004,1993,1/22/2023,1/26/2020,read,1,,,,
53137992,The Lost Village,Camilla Sten,"Sten, Camilla",Alexandra Fleming,1250249252,9781250249258,2,3.53,Minotaur Books,Hardcover,340,2021,2019,1/10/2023,1/3/2023,read,1,,,,
58724923,Hidden Pictures,Jason Rekulak,"Rekulak, Jason",,1250819342,9781250819345,3,4.16,Flatiron Books,Hardcover,372,2022,2022,1/3/2023,10/17/2022,read,1,,,,
54860573,Once There Were Wolves,Charlotte McConaghy,"McConaghy, Charlotte",,1250244145,9781250244147,3,4.09,Flatiron Books,Hardcover,258,2021,2021,12/19/2022,12/21/2022,read,1,,,,
50748999,The Other Mrs.,Mary Kubica,"Kubica, Mary",,0778389359,9780778389354,3,3.75,Park Row,Paperback,416,2020,2020,12/7/2022,11/29/2022,read,1,,,,
5439,Interpreter of Maladies,Jhumpa Lahiri,"Lahiri, Jhumpa",,0618101365,9780618101368,2,4.18,Houghton Mifflin Harcourt,Hardcover,198,2000,1999,7/30/2022,7/21/2022,read,1,,,,
59577287,"The Scandalous Hamiltons: A Gilded Age Grifter, a Founding Father's Disgraced Descendant, and a Trial at the Dawn of Tabloid Journalism",Bill Shaffer,"Shaffer, Bill",,080654225X,9780806542256,2,3.61,Citadel,Hardcover,320,2022,2022,8/27/2022,8/17/2022,read,1,,,,
54737068,Local Woman Missing,Mary Kubica,"Kubica, Mary",,0778389448,9780778389446,4,4.13,Park Row,Hardcover,356,2021,2021,11/29/2022,11/16/2022,read,1,,,,
8667848,"A Discovery of Witches (All Souls, #1)",Deborah Harkness,"Harkness, Deborah",,0670022411,9780670022410,3,4.02,Viking Penguin,Hardcover,592,2011,2011,11/22/2022,10/16/2022,read,1,,,,
58267960,"The Killing Game (Alexa Chase, #1)",Kate Bold,"Bold, Kate",,,,3,3.83,,ebook,205,2021,2021,11/9/2022,11/9/2022,read,1,,,,
60672388,"The Butcher and the Wren (Dr. Wren Muller, #1)",Alaina Urquhart,"Urquhart, Alaina",,1638930147,9781638930143,3,3.75,Zando,Hardcover,242,2022,2022,11/5/2022,11/2/2022,read,1,,,,
49354511,The Dictionary of Lost Words,Pip Williams,"Williams, Pip",,1925972593,9781925972597,4,4.02,Affirm Press,Paperback,384,2021,2020,11/2/2022,10/20/2022,read,1,,,,
53620541,Just Like Mother,Anne Heltzel,"Heltzel, Anne",,1250787513,9781250787514,4,3.7,Nightfire,Hardcover,320,2022,2022,10/21/2022,10/19/2022,read,1,,,,
60177373,Fairy Tale,Stephen        King,"King, Stephen",,1668002175,9781668002179,5,4.1,Scribner,Hardcover,607,2022,2022,10/10/2022,9/30/2022,read,1,,,,
15645,Inferno,Dante Alighieri,"Alighieri, Dante",Anthony Esolen,0812970063,9780812970067,5,4.03,Modern Library,Kindle Edition,490,2022,1320,,5/26/2019,read,1,,,,
14935,Sense and Sensibility,Jane Austen,"Austen, Jane","Ros Ballaster, Джейн Остин",0141439661,9780141439662,5,4.09,Penguin Books,Paperback,409,2003,1811,,5/26/2019,read,1,,,,
6969,Emma,Jane Austen,"Austen, Jane",Fiona Stafford,0141439580,9780141439587,5,4.05,Penguin Books,Paperback,474,2003,1815,,5/26/2019,read,1,,,,
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,1441341706,9781441341709,5,4.29,Modern Library,Paperback,279,2023,1813,,5/26/2019,read,1,,,,
42975172,"The Testaments (The Handmaid's Tale, #2)",Margaret Atwood,"Atwood, Margaret",,,,4,4.2,Nan A. Talese,Hardcover,422,2019,2019,8/15/2022,11/30/2019,read,1,,,,
34189556,The Wife Between Us,Greer Hendricks,"Hendricks, Greer",Sarah Pekkanen,1250130921,9781250130921,3,3.83,St. Martin's Press,Hardcover,432,2018,2018,,7/3/2022,read,1,,,,
25899336,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",Abraham   Verghese,0812988418,9780812988413,4,4.41,Random House,Kindle Edition,208,2016,2016,5/26/2022,5/24/2022,read,1,,,,
48717776,The Lies You Told,Harriet Tyce,"Tyce, Harriet",,1538762757,9781538762752,4,3.76,Grand Central Publishing,Hardcover,384,2020,2020,5/23/2022,5/20/2022,read,1,,,,
7433,"Messenger of Truth (Maisie Dobbs, #4)",Jacqueline Winspear,"Winspear, Jacqueline",,0805078983,9780805078985,3,4.02,Henry Holt and Co.,Hardcover,322,2006,2006,5/16/2022,1/4/2020,read,1,,,,
233649,"The Great Hunt (The Wheel of Time, #2)",Robert Jordan,"Jordan, Robert",,0812517725,9780812517729,4,4.27,Tor,Mass Market Paperback,705,1991,1990,5/11/2022,11/30/2021,read,1,,,,
40204619,Eternal,Lisa Scottoline,"Scottoline, Lisa",,052553976X,9780525539766,5,4.29,Putnam,Hardcover,480,2021,2021,5/5/2022,4/20/2022,read,1,,,,
45422567,"Lies, Lies, Lies",Adele Parks,"Parks, Adele",,0778360881,9780778360889,3,3.73,MIRA,Paperback,384,2020,2019,4/25/2022,4/19/2022,read,1,,,,
55628983,Survive the Night,Riley Sager,"Sager, Riley",,0593183169,9780593183168,4,3.52,Dutton,Hardcover,336,2021,2021,4/12/2022,4/7/2022,read,1,,,,
50719532,Creativity: A Short and Cheerful Guide,John Cleese,"Cleese, John",,1786332256,9781786332257,3,3.88,Hutchinson,Hardcover,112,2020,2020,4/5/2022,4/5/2022,read,1,,,,
2623,Great Expectations,Charles Dickens,"Dickens, Charles","Kate Flint, Margaret Cardwell",0192833596,9780192833594,4,3.8,Oxford University Press,Paperback,544,1998,1861,5/5/1995,4/5/2022,read,1,,,,
56692325,"Girl, Silenced (Ella Dark FBI Suspense Thriller, #4)",Blake Pierce,"Pierce, Blake",,,,2,4.06,,Kindle Edition,267,2021,2021,4/5/2022,3/7/2022,read,1,,,,
54614578,How to Write One Song: Loving the Things We Create and How They Love Us Back,Jeff Tweedy,"Tweedy, Jeff",,0593183525,9780593183526,4,4.22,Dutton,Hardcover,176,2020,2020,4/2/2022,3/30/2022,read,1,,,,
58231775,Peach Blossom Spring,Melissa Fu,"Fu, Melissa",,0316286737,9780316286732,4,4.18,"Little, Brown and Company",Hardcover,400,2022,2022,3/30/2022,3/17/2022,read,1,,,,
45299992,"If You Tell: A True Story of Murder, Family Secrets, and the Unbreakable Bond of Sisterhood",Gregg Olsen,"Olsen, Gregg",,1542005248,9781542005241,3,3.98,Thomas & Mercer,Kindle Edition,431,2019,2019,3/10/2022,5/11/2020,read,1,,,,
58589618,"Woman Last Seen (DCI Clements, #1)",Adele Parks,"Parks, Adele",,0778312046,9780778312048,3,3.69,MIRA,Paperback,384,2022,2021,2/28/2022,2/9/2022,read,1,,,,
57109107,The Lincoln Highway,Amor Towles,"Towles, Amor",,0735222355,9780735222359,4,4.22,Viking,Hardcover,576,2021,2021,2/9/2022,1/19/2022,read,1,,,,
59545874,Miracle and Wonder: Conversations with Paul Simon,Malcolm Gladwell,"Gladwell, Malcolm","Bruce Headlam, Paul Simon",,,4,4.56,Pushkin Industries,Audiobook,5,2021,,1/31/2022,1/28/2022,read,1,,,,
56852407,Billy Summers,Stephen        King,"King, Stephen",,1982173610,9781982173616,4,4.19,Scribner,Hardcover,517,2021,2021,1/25/2022,1/24/2022,read,1,,,,
53137974,The Good Sister,Sally Hepworth,"Hepworth, Sally",,1250120950,9781250120953,4,4.15,St. Martin's Press,Hardcover,309,2021,2020,1/12/2022,11/17/2021,read,1,,,,
30045683,The Little Book of Hygge: The Danish Way to Live Well,Meik Wiking,"Wiking, Meik",,0241283914,9780241283912,5,3.77,Penguin Life,Hardcover,289,2016,2016,12/28/2021,5/26/2019,read,2,,,,
40216324,The River,Peter Heller,"Heller, Peter",,0525521879,9780525521877,4,3.85,Knopf,Hardcover,253,2019,2019,12/11/2021,11/17/2021,read,1,,,,
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,0439554934,9780439554930,5,4.47,Scholastic Inc,Hardcover,309,2003,1997,1/5/2005,5/26/2019,read,1,,,,
56706292,"The Corpse Flower (Kaldan og Schäfer, #1)",Anne Mette Hancock,"Hancock, Anne Mette",,1643858289,9781643858289,3,3.82,Crooked Lane Books,Hardcover,336,2021,2017,12/5/2021,11/30/2021,read,1,,,,
55954896,"Girl, Alone (Ella Dark, #1)",Blake Pierce,"Pierce, Blake",,,,3,4.02,Publishing Platform,Kindle Edition,211,2020,2020,9/1/2021,8/29/2021,read,1,,,,
56184039,"Girl, Hunted (Ella Dark FBI Suspense Thriller, #3)",Blake Pierce,"Pierce, Blake",,,,2,4.01,,Kindle Edition,196,2021,2021,11/30/2021,11/30/2021,read,1,,,,
18693763,Everything I Never Told You,Celeste Ng,"Ng, Celeste",,159420571X,9781594205712,4,3.84,Penguin Press,Hardcover,297,2014,2014,11/13/2021,5/17/2020,read,1,,,,
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,,9798804636129,4,3.87,Harper,Paperback,212,2016,2016,10/28/2021,8/22/2021,read,1,,,,
56172695,"Girl, Taken (Ella Dark FBI Suspense Thriller, #2)",Blake Pierce,"Pierce, Blake",,,,2,3.94,,Kindle Edition,218,2021,2021,10/25/2021,10/25/2021,read,1,,,,
55968581,A Dark and Secret Place,Jen Williams,"Williams, Jen",,1643855743,9781643855745,3,3.49,Crooked Lane Books,Hardcover,292,2021,2021,10/19/2021,10/5/2021,read,1,,,,
9673436,The Invention of Hugo Cabret,Brian Selznick,"Selznick, Brian",,,,4,4.22,Scholastic Press,Hardcover,534,2007,2007,10/17/2021,10/13/2021,read,1,,,,
22844166,1922,Stephen        King,"King, Stephen",,,,4,3.9,Scribner,Unknown Binding,132,2010,2010,10/17/2021,10/14/2021,read,1,,,,
57190490,Kaleidoscope,Brian Selznick,"Selznick, Brian",,,9781338777246,0,3.7,Scholastic,Hardcover,192,2021,2021,10/4/2021,10/3/2021,read,1,,,,
170448,Animal Farm,George Orwell,"Orwell, George","Russell Baker, C.M. Woodhouse",0451526341,9780451526342,4,4,Signet Classics,Mass Market Paperback,141,1996,1945,8/8/2021,10/1/2021,read,1,,,,
16058610,Whistling Past the Graveyard,Susan Crandall,"Crandall, Susan",,1476707723,9781476707723,5,4.1,Gallery Books,Hardcover,307,2013,2013,10/1/2021,9/16/2021,read,1,,,,
10614,Misery,Stephen        King,"King, Stephen",,0450417395,9780450417399,4,4.23,New English Library,Paperback,370,1992,1987,9/22/2021,9/13/2021,read,1,,,,
39280445,Nine Perfect Strangers,Liane Moriarty,"Moriarty, Liane",,1250069823,9781250069825,3,3.56,Flatiron Books,Hardcover,453,2018,2018,9/19/2021,9/3/2021,read,1,,,,
57032570,Notes on Grief,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,0593320808,9780593320808,4,4.22,Knopf,Hardcover,86,2021,2021,8/28/2021,8/27/2021,read,1,,,,
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,038549081X,9780385490818,4,4.15,Anchor Books,Paperback,311,1998,1985,8/26/2021,5/26/2019,read,1,,,,
41484600,I'm Fine and Neither Are You,Camille Pagán,"Pagán, Camille",,1542042224,9781542042222,4,3.73,Lake Union Publishing,Kindle Edition,266,2019,2019,8/6/2021,9/29/2020,read,1,,,,
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,,,4,4.34,Scholastic Press,Hardcover,374,2008,2008,8/6/2021,6/9/2021,read,1,,,,
38915707,"Cozy Minimalist Home: More Style, Less Stuff",Myquillyn Smith,"Smith, Myquillyn",,0310350913,9780310350910,4,3.74,Zondervan,Hardcover,208,2018,2018,,8/6/2021,read,1,,,,
18045891,Sharp Objects,Gillian Flynn,"Flynn, Gillian",,0297851535,9780297851530,5,4.01,Broadway Paperbacks,Paperback,254,2007,2006,,8/6/2021,read,1,,,,
48132,"My Family and Other Animals (Corfu Trilogy, #1)",Gerald Durrell,"Durrell, Gerald",,0142004413,9780142004418,5,4.17,Penguin Books,Paperback,273,2004,1956,,5/30/2019,read,1,,,,
25076674,The Alchemist,Paulo Coelho,"Coelho, Paulo",,,,4,3.92,HarperOne,Kindle Edition,84,2021,1988,6/12/2021,6/7/2021,read,1,,,,
1381,The Odyssey,Homer,"Homer, Homer","Robert Fagles, Bernard Knox",0143039954,9780143039952,0,3.82,Penguin Classics ,Paperback,541,2006,-700,,6/7/2021,read,1,,,,
30,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,"Tolkien, J.R.R.",,0345538374,9780345538376,0,4.61,Ballantine Books,Mass Market Paperback,1728,2012,1954,,6/7/2021,read,1,,,,
187065,"New Spring (The Wheel of Time, #0)",Robert Jordan,"Jordan, Robert",,1841492612,9781841492612,3,4.07,Orbit,Paperback,423,2004,2004,6/7/2021,3/18/2021,read,1,,,,
228665,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,"Jordan, Robert",,0812511816,9780812511819,4,4.19,Tor Books,Mass Market Paperback,800,1990,1990,3/21/2021,12/22/2020,read,1,,,,
838768,Stranger with My Face,Lois Duncan,"Duncan, Lois",,0440983568,9780440983569,4,3.9,Laurel Leaf Books,Paperback,235,1990,1981,,2/26/2021,read,1,,,,
43708708,White Fragility: Why It's So Hard for White People to Talk About Racism,Robin DiAngelo,"DiAngelo, Robin","Michael Eric Dyson, Manon Smits, Rob Kuitenbrouwer, Amy Landon",0807071161,9780807071168,4,4.16,Beacon Press,Audiobook,7,2018,2018,2/20/2021,2/10/2021,read,2,,,,
42397849,Burnout: The Secret to Unlocking the Stress Cycle,Emily Nagoski,"Nagoski, Emily",Amelia Nagoski,198481706X,9781984817068,4,3.94,Ballantine Books,Hardcover,277,2019,2019,2/20/2021,1/21/2020,read,2,,,,
36262849,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,"Palmieri, Jennifer",,1538713454,9781538713457,5,3.89,Grand Central Publishing,Hardcover,179,2018,2018,12/10/2020,12/7/2020,read,1,,,,
36809135,Where the Crawdads Sing,Delia Owens,"Owens, Delia",,0735219117,9780735219113,4,4.38,G.P. Putnam’s Sons,ebook,384,2018,2018,11/1/2020,5/23/2020,read,1,,,,
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,030788743X,9780307887436,4,4.23,Crown Publishers,Hardcover,480,2011,2011,9/7/2020,8/31/2020,read,1,,,,
10644930,11/22/1963,Stephen        King,"King, Stephen",,1451627289,9781451627282,5,4.35,Scribner,Hardcover,849,2011,2011,8/29/2020,5/11/2020,read,1,,,,
42778062,"The Inn (Bill Robinson, #1)",James  Patterson,"Patterson, James",Candice Fox,1780899963,9781780899961,3,3.72,Century,Hardcover,400,2019,2019,8/21/2020,8/19/2020,read,1,,,,
38746485,Becoming,Michelle Obama,"Obama, Michelle",,1524763136,9781524763138,5,4.44,Crown,Hardcover,426,2018,2018,7/21/2020,6/13/2020,read,1,,,,
16299,And Then There Were None,Agatha Christie,"Christie, Agatha",,0312330871,9780312330873,4,4.28,St. Martin's Griffin,Paperback,264,2004,1939,6/3/2020,5/30/2020,read,1,,,,
6324651,"The Shining (The Shining, #1)",Stephen        King,"King, Stephen",,,,4,4.28,Anchor,ebook,674,2008,1977,5/27/2020,5/26/2019,read,1,,,,
34273236,Little Fires Everywhere,Celeste Ng,"Ng, Celeste",,0735224293,9780735224292,4,4.07,Penguin Press,Hardcover,338,2017,2017,5/19/2020,5/14/2020,read,1,,,,
235869,Intuitive Eating: A Revolutionary Program That Works,Evelyn Tribole,"Tribole, Evelyn",Elyse Resch,0312321236,9780312321239,4,4.23,St. Martin's Griffin,Paperback,284,2003,1995,5/14/2020,5/11/2020,read,1,,,,
22318578,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,"Kondō, Marie",,1607747308,9781607747307,3,3.88,Ten Speed Press,Hardcover,213,2014,2010,5/8/2020,5/26/2019,read,1,,,,
23500254,"The Power of Vulnerability: Teachings of Authenticity, Connections and Courage",Brené Brown,"Brown, Brené",,,,5,4.61,Sounds True,Audible Audio,1,2013,2013,5/5/2020,5/2/2020,read,1,,,,
33574273,"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,"L'Engle, Madeleine",,1250153271,9781250153272,4,3.98,Square Fish,Paperback,218,2017,1962,,5/26/2019,read,2,,,,
51501632,Left To Die (Adele Sharp #1),Blake Pierce,"Pierce, Blake",,,,4,4.02,,Kindle Edition,212,2020,2020,4/29/2020,4/22/2020,read,1,,,,
11901,"The Witching Hour (Lives of the Mayfair Witches, #1)",Anne Rice,"Rice, Anne",,0099471426,9780099471424,4,4.1,Arrow,Paperback,1207,2004,1990,4/22/2020,5/26/2019,read,1,,,,
36012399,Then She Was Gone,Lisa Jewell,"Jewell, Lisa",,1501154664,9781501154669,4,4.05,Atria Books,Kindle Edition,368,2018,2017,4/14/2020,4/4/2020,read,1,,,,
